URN,la_code,la_name,establishment_number,establishment_name,type_of_establishment,establishment_type_group,establishment_status,phase_of_education,statutory_low_age,statutory_high_age,official_sixth_form,gender,admissions_policy,religious_character,school_capacity,number_of_pupils,percentage_fsm,postcode,easting,northing,lsoa_code,msoa_code,gor_name,urban_rural,london_sub_region,laestab,idaci_quintile,inspection_number,inspection_type,inspection_start_date,publication_date,overall_effectiveness,ofsted_overall_label,category_of_concern,quality_of_education,behaviour_and_attitudes,personal_development,effectiveness_of_leadership_and_management,safeguarding_is_effective,sixth_form_provision,previous_inspection_start_date,previous_overall_effectiveness,previous_category_of_concern,previous_quality_of_education,ks4_attainment8,ks4_pct_grade4_eng_maths,ks4_pct_grade5_eng_maths,ks4_progress8,ks4_p8_lower_ci,ks4_p8_upper_ci,ks4_pct_in_p8_calc,ks4_pct_entering_ebacc,ks4_pct_achieving_ebacc,ks4_ebacc_aps,ks4_total_pupils,scap_school_places,scap_pupils_on_roll,scap_unfilled_places,scap_pct_unfilled,scap_pupils_over_capacity,scap_pct_over_capacity,scap_utilisation_pct,sf_capacity,sf_pupils_on_roll,sf_utilisation_pct,wf_pupils_fte,wf_qualified_teachers_fte,wf_teachers_fte,wf_pupil_to_qual_unqual_teacher_ratio,imd_score,imd_rank,imd_decile,idaci_score,idaci_decile,imd_education_score,imd_education_decile,ks4_attainment8_england_quartile,ks4_p8_category,idaci_pct_approx,intake_neighbourhood_gap
138193,839,"Bournemouth, Christchurch and Poole",5404.0,Avonbourne Girls Academy,Academy converter,Academies,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,,1538.0,1188.0,24.2,BH7 6NY,412266.0,93233.0,E01015314,E02003182,South West,Urban: Nearer to a major town or city,Not London,8395404.0,3.0,10322257,S5 Inspection,2024-10-15,18/11/2024,,,,1.0,1.0,1.0,1.0,Yes,1.0,14/06/2017,2.0,,9.0,48.7,74.7,59.7,0.4,0.17,0.62,81.0,47.3,31.7,4.43,186.0,1197.0,1108.0,89,7.4352548,0,0,92.6,140.0,115.0,82.1,1188.0,76.2,78.2,15.2,4.307,31591.0,10.0,0.039,10.0,1.535,10.0,Q3,Above avg (+0.1 to +0.5),10.0,14.2
138196,316,Newham,4001.0,School 21,Free schools,Free Schools,Open,All-through,4.0,18.0,Has a sixth form,Mixed,Non-selective,,1200.0,1098.0,47.0,E15 4RZ,539083.0,184063.0,E01003619,E02000725,London,Urban: Nearer to a major town or city,Inner London,3164001.0,4.0,10379137,Requires Improvement S5 Reinspection Visit 1,2025-04-29,18/06/2025,,,,2.0,2.0,2.0,2.0,Yes,2.0,13/03/2023,3.0,,3.0,45.9,67.6,47.9,-0.05,-0.39,0.29,94.0,31.0,15.5,4.08,71.0,1200.0,1116.0,84,7,0,0,93.0,300.0,286.0,95.3,1098.0,74.26,80.26,13.7,33.993,6544.0,2.0,0.445,4.0,19.638,5.0,Q2,Average (-0.1 to +0.1),70.0,-23.0
138202,211,Tower Hamlets,4000.0,Wapping High School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,420.0,294.0,34.0,E1 2DA,534642.0,181343.0,E01004321,E02000884,London,Urban: Nearer to a major town or city,Inner London,2114000.0,5.0,10271254,S5 Inspection,2023-11-21,04/02/2024,2.0,Good,,2.0,2.0,1.0,2.0,Yes,9.0,27/06/2018,2.0,,9.0,46.9,69.1,55.6,0.04,-0.32,0.4,74.0,16.0,8.6,3.98,81.0,420.0,344.0,76,18.0952381,0,0,81.9,,,,294.0,29.8,32.6,9.0,37.217,5378.0,2.0,0.735,1.0,14.736,6.0,Q3,Average (-0.1 to +0.1),100.0,-66.0
138204,801,"Bristol, City of",4037.0,Bedminster Down School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,1080.0,1029.0,38.4,BS13 7DQ,356952.0,169373.0,E01014521,E02003057,South West,Urban: Nearer to a major town or city,Not London,8014037.0,5.0,10344632,S5 Inspection,2025-02-04,12/03/2025,,,,2.0,3.0,2.0,3.0,Yes,9.0,06/11/2014,2.0,,9.0,39.9,55.2,32.5,-0.3,-0.5,-0.1,98.0,6.7,3.1,3.24,194.0,1090.0,1036.0,54,4.95412844,0,0,95.0,,,,1029.0,57.46,57.46,17.9,16.282,17960.0,6.0,0.255,6.0,24.128,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),50.0,-11.600000000000001
138208,885,Worcestershire,4436.0,Woodfield Academy,Academy converter,Academies,Open,Middle deemed secondary,9.0,13.0,Does not have a sixth form,Mixed,Not applicable,Does not apply,600.0,570.0,41.9,B98 7HH,405353.0,266530.0,E01032263,E02006727,West Midlands,Urban: Nearer to a major town or city,Not London,8854436.0,4.0,10343971,Requires Improvement S5 Reinspection Visit 1,2024-11-19,12/12/2024,,,,3.0,3.0,2.0,2.0,Yes,9.0,07/06/2022,3.0,,3.0,,,,,,,,,,,,600.0,569.0,31,5.16666667,0,0,94.8,,,,570.0,29.4,29.4,19.4,15.097,19219.0,6.0,0.4,4.0,26.153,4.0,,,70.0,-28.1
138210,931,Oxfordshire,4050.0,The Henry Box School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1469.0,1075.0,19.3,OX28 4AX,435459.0,209293.0,E01028819,E02006002,South East,Urban: Further from a major town or city,Not London,9314050.0,1.0,10037807,S5 Inspection,2017-11-21,15/01/2018,2.0,Good,,9.0,9.0,9.0,2.0,Yes,2.0,25/06/2013,2.0,,9.0,39.2,56.2,33.1,-0.32,-0.55,-0.09,86.0,11.8,7.1,3.3,169.0,1469.0,1070.0,399,27.16133424,0,0,72.8,261.0,144.0,55.2,1075.0,60.0,60.0,17.9,21.638,13415.0,4.0,0.336,5.0,32.449,3.0,Q1 (lowest),Below avg (-0.5 to -0.1),60.0,-40.7
138214,941,West Northamptonshire,4066.0,The Duston School,Academy converter,Academies,Open,All-through,4.0,18.0,Has a sixth form,Mixed,Non-selective,,1830.0,2018.0,16.5,NN5 6XA,471403.0,261635.0,E01035421,E02007072,East Midlands,Urban: Nearer to a major town or city,Not London,9414066.0,2.0,10184109,Requires Improvement monitoring Visit 2,2021-06-22,13/09/2021,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,16/10/2018,3.0,,9.0,48.4,76.0,52.9,0.14,-0.03,0.31,97.0,65.0,37.3,4.48,263.0,1890.0,1982.0,0,0,92,4.86772487,104.9,210.0,198.0,94.3,2018.0,103.0,106.6,18.9,13.224,21210.0,7.0,0.187,8.0,13.335,6.0,Q3,Above avg (+0.1 to +0.5),30.0,-13.5
138216,893,Shropshire,4368.0,The Priory School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Does not apply,840.0,856.0,13.1,SY3 9EE,348182.0,311194.0,E01028964,E02006037,West Midlands,Urban: Nearer to a major town or city,Not London,8934368.0,1.0,10269654,S5 Inspection,2023-11-07,14/04/2024,2.0,Good,,2.0,1.0,1.0,2.0,Yes,9.0,13/06/2013,1.0,,9.0,54.0,83.2,59.3,0.38,0.16,0.59,99.0,32.3,26.3,4.68,167.0,840.0,856.0,0,0,16,1.9047619,101.9,,,,856.0,46.24,46.24,18.5,3.209,32549.0,10.0,0.131,9.0,3.56,9.0,Q4 (highest),Above avg (+0.1 to +0.5),20.0,-6.9
138220,889,Blackburn with Darwen,4000.0,Tauheedul Islam Boys' High School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Non-selective,Muslim,800.0,736.0,13.3,BB2 2LD,367849.0,427424.0,E01012655,E02002620,North West,Urban: Nearer to a major town or city,Not London,8894000.0,3.0,10321433,S5 Inspection,2024-03-05,24/04/2024,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,1.0,25/03/2014,1.0,,9.0,62.3,92.7,84.7,1.26,1.01,1.52,94.0,98.4,72.6,5.91,124.0,800.0,718.0,82,10.25,0,0,89.8,200.0,85.0,42.5,736.0,34.25,38.32,19.2,79.849,44.0,1.0,0.849,1.0,68.247,1.0,Q4 (highest),Well above avg (>+0.5),100.0,-86.7
138221,306,Croydon,5402.0,St Joseph's College,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Boys,Non-selective,Roman Catholic,1050.0,807.0,36.2,SE19 3HL,531693.0,170757.0,E01001084,E02000195,London,Urban: Nearer to a major town or city,Outer London,3065402.0,4.0,10121548,S5 Inspection,2020-02-25,23/06/2020,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,27/04/2016,2.0,,9.0,45.0,65.5,43.3,0.04,-0.18,0.26,94.0,71.3,28.1,4.12,171.0,1164.0,943.0,221,18.9862543,0,0,81.0,264.0,214.0,81.1,807.0,56.1,58.1,13.9,9.694,25311.0,8.0,0.21,7.0,4.427,9.0,Q2,Average (-0.1 to +0.1),40.0,-3.799999999999997
138222,330,Birmingham,4003.0,Aston University Engineering Academy,University technical college,Free Schools,Open,Secondary,13.0,19.0,Has a sixth form,Mixed,Non-selective,Does not apply,600.0,875.0,45.2,B7 4AG,407809.0,287905.0,E01033561,E02001876,West Midlands,Urban: Nearer to a major town or city,Not London,3304003.0,5.0,10211750,Requires Improvement S5 Reinspection Visit 1,2022-01-12,03/02/2022,2.0,Good,,2.0,2.0,1.0,2.0,Yes,2.0,13/02/2018,3.0,,9.0,42.5,76.3,52.5,-0.4,-0.73,-0.08,90.0,0.0,0.0,3.41,80.0,738.0,770.0,0,0,32,4.33604336,104.3,495.0,531.0,107.3,875.0,35.63,44.26,19.8,27.232,9750.0,3.0,0.65,2.0,30.884,3.0,Q2,Below avg (-0.5 to -0.1),90.0,-44.8
138226,936,Surrey,2006.0,Cobham Free School,Free schools,Free Schools,Open,All-through,4.0,18.0,Has a sixth form,Mixed,Not applicable,Does not apply,1064.0,963.0,15.4,KT11 1TF,511758.0,161252.0,E01030306,E02006333,South East,Urban: Nearer to a major town or city,Not London,9362006.0,1.0,10036930,S5 Inspection,2017-09-13,02/10/2017,2.0,Good,,9.0,9.0,9.0,2.0,Yes,9.0,14/05/2014,2.0,,9.0,55.7,87.1,63.4,0.53,0.23,0.83,84.0,84.2,46.5,5.33,101.0,1008.0,945.0,63,6.25,0,0,93.8,152.0,92.0,60.5,963.0,59.02,63.17,15.2,2.576,33060.0,10.0,0.037,10.0,2.177,10.0,Q4 (highest),Well above avg (>+0.5),10.0,5.4
138227,310,Harrow,4000.0,Avanti House School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Hindu,1260.0,1182.0,6.0,HA7 2EQ,517557.0,191303.0,E01002109,E02000440,London,Urban: Nearer to a major town or city,Outer London,3104000.0,2.0,10345939,S5 Inspection,2025-06-10,14/07/2025,,,,1.0,1.0,1.0,1.0,Yes,1.0,16/07/2014,2.0,,9.0,66.6,95.1,86.3,1.1,0.88,1.31,94.0,71.6,63.9,6.22,183.0,1260.0,1188.0,72,5.71428571,0,0,94.3,360.0,284.0,78.9,1182.0,66.01,67.01,17.6,9.684,25322.0,8.0,0.244,6.0,2.558,10.0,Q4 (highest),Well above avg (>+0.5),50.0,-44.0
138228,822,Bedford,4001.0,Bedford Free School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,500.0,525.0,28.4,MK42 9AD,505041.0,249345.0,E01034420,E02003630,East of England,Urban: Nearer to a major town or city,Not London,8224001.0,4.0,10121435,S5 Inspection,2020-01-15,23/03/2020,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,9.0,15/03/2016,2.0,,9.0,52.7,74.5,54.1,1.11,0.82,1.39,95.0,92.9,55.1,5.16,98.0,500.0,527.0,0,0,27,5.4,105.4,,,,525.0,34.9,38.9,13.5,33.941,6565.0,2.0,0.416,4.0,38.873,2.0,Q4 (highest),Well above avg (>+0.5),70.0,-41.6
138233,359,Wigan,4005.0,Atherton High School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,550.0,547.0,45.9,M46 0AY,367419.0,402842.0,E01006244,E02001309,North West,Urban: Nearer to a major town or city,Not London,3594005.0,4.0,10294365,Requires Improvement S5 Reinspection Visit 2,2024-01-24,14/05/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,19/10/2021,3.0,,3.0,40.7,59.8,30.5,0.0,-0.32,0.31,95.0,53.7,12.2,3.54,82.0,650.0,518.0,132,20.30769231,0,0,79.7,,,,547.0,39.6,39.6,13.8,38.099,5122.0,2.0,0.384,4.0,34.18,3.0,Q1 (lowest),Average (-0.1 to +0.1),70.0,-24.1
138235,941,West Northamptonshire,4001.0,The Parker E-ACT Academy,Academy sponsor led,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1210.0,1179.0,25.6,NN11 0QE,457137.0,263261.0,E01026987,E02005624,East Midlands,Urban: Nearer to a major town or city,Not London,9414001.0,2.0,10380099,S5 Inspection,2025-01-28,11/05/2025,,,SWK,4.0,4.0,3.0,4.0,Yes,3.0,03/11/2021,2.0,,2.0,37.3,50.3,28.1,-0.27,-0.48,-0.06,94.0,19.5,12.4,3.09,185.0,1210.0,1177.0,33,2.72727273,0,0,97.3,160.0,130.0,81.2,1179.0,63.26,70.26,16.8,11.582,23064.0,7.0,0.189,8.0,21.488,4.0,Q1 (lowest),Below avg (-0.5 to -0.1),30.0,-4.399999999999999
138239,881,Essex,4005.0,Becket Keys Church of England Free School,Free schools,Free Schools,Open,Secondary,11.0,19.0,Has a sixth form,Mixed,Non-selective,Church of England,1050.0,1140.0,9.6,CM15 9DA,559451.0,194543.0,E01021431,E02004467,East of England,Urban: Nearer to a major town or city,Not London,8814005.0,1.0,10345338,S5 Inspection,2025-02-25,31/03/2025,,,,1.0,1.0,1.0,1.0,Yes,1.0,07/05/2014,1.0,,9.0,54.4,77.5,62.5,0.42,0.19,0.64,97.0,85.6,59.4,5.19,160.0,1050.0,1103.0,0,0,53,5.04761905,105.0,300.0,261.0,87.0,1140.0,61.5,64.67,17.6,5.516,30313.0,9.0,0.119,9.0,2.659,10.0,Q4 (highest),Above avg (+0.1 to +0.5),20.0,-10.4
138245,203,Greenwich,4001.0,Ark Greenwich Free School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Does not have a sixth form,Mixed,Non-selective,,600.0,601.0,37.2,SE18 4LH,542669.0,176775.0,E01001701,E02000327,London,Urban: Nearer to a major town or city,Inner London,2034001.0,4.0,10255315,S5 Inspection,2023-04-25,02/07/2023,1.0,Outstanding,,1.0,1.0,1.0,1.0,Yes,9.0,17/05/2016,2.0,,9.0,63.6,93.5,76.6,1.43,1.16,1.71,96.0,73.8,68.2,6.01,107.0,700.0,598.0,102,14.57142857,0,0,85.4,,,,601.0,40.1,46.1,13.0,24.676,11320.0,4.0,0.381,4.0,12.97,6.0,Q4 (highest),Well above avg (>+0.5),70.0,-32.8
138246,810,"Kingston upon Hull, City of",4007.0,Sirius Academy North,Academy sponsor led,Academies,Open,Secondary,11.0,16.0,Not applicable,Mixed,Non-selective,Does not apply,1310.0,1237.0,49.6,HU6 9BP,507867.0,433331.0,E01012881,E02002659,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,8104007.0,5.0,10346441,S5 Inspection,2024-12-10,21/01/2025,,,,3.0,2.0,2.0,2.0,Yes,9.0,09/12/2015,2.0,,9.0,36.6,47.1,25.8,-1.01,-1.19,-0.83,94.0,27.9,16.4,3.17,244.0,1370.0,1283.0,87,6.35036496,0,0,93.6,,,,1237.0,77.8,81.8,15.1,58.597,1142.0,1.0,0.765,1.0,62.633,1.0,Q1 (lowest),Well below avg (<-0.5),100.0,-50.4
138247,891,Nottinghamshire,4011.0,Outwood Academy Valley,Academy sponsor led,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1727.0,1702.0,22.2,S81 7EN,458145.0,380333.0,E01028046,E02005840,East Midlands,Urban: Nearer to a major town or city,Not London,8914011.0,2.0,10298476,S5 Inspection,2024-04-23,21/05/2024,2.0,Good,,2.0,2.0,2.0,2.0,Yes,2.0,23/05/2017,1.0,,9.0,48.1,76.5,56.7,0.05,-0.12,0.21,97.0,57.8,38.8,4.49,289.0,1709.0,1717.0,0,0,8,0.46811001,100.5,209.0,234.0,112.0,1702.0,93.64,95.04,17.9,15.513,18756.0,6.0,0.331,5.0,16.405,6.0,Q3,Average (-0.1 to +0.1),60.0,-37.8
138248,891,Nottinghamshire,4012.0,Outwood Academy Portland,Academy sponsor led,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1720.0,1726.0,28.2,S80 2SF,458833.0,377729.0,E01028060,E02005847,East Midlands,Urban: Nearer to a major town or city,Not London,8914012.0,4.0,10347526,S5 Inspection,2024-09-24,10/11/2024,,,,2.0,2.0,2.0,2.0,Yes,2.0,13/03/2014,1.0,,9.0,44.9,69.1,43.9,0.01,-0.16,0.18,95.0,43.2,29.1,4.15,278.0,1720.0,1700.0,20,1.1627907,0,0,98.8,224.0,215.0,96.0,1726.0,82.8,82.8,20.8,4.635,31294.0,10.0,0.137,9.0,5.717,9.0,Q2,Average (-0.1 to +0.1),20.0,8.2
138250,935,Suffolk,4009.0,Breckland School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,620.0,613.0,24.1,IP27 0PE,577016.0,285690.0,E01029929,E02006238,East of England,Larger rural: Further from a major town or city,Not London,9354009.0,2.0,10036263,Requires Improvement S5 Reinspection Visit 1,2017-09-19,06/11/2017,2.0,Good,,9.0,9.0,9.0,2.0,Yes,9.0,03/11/2015,3.0,,9.0,38.0,50.0,26.9,-0.34,-0.61,-0.07,96.0,50.0,15.7,3.44,108.0,600.0,613.0,0,0,13,2.16666667,102.2,,,,613.0,31.1,31.1,19.7,26.032,10471.0,4.0,0.306,5.0,48.227,2.0,Q1 (lowest),Below avg (-0.5 to -0.1),60.0,-35.9
138251,380,Bradford,4010.0,Dixons Trinity Academy,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,670.0,678.0,32.9,BD5 0BE,415807.0,432243.0,E01010733,E02002230,Yorkshire and the Humber,Urban: Nearer to a major town or city,Not London,3804010.0,5.0,10346442,S5 Inspection,2025-01-21,11/03/2025,,,,1.0,1.0,1.0,1.0,Yes,9.0,29/01/2014,1.0,,9.0,54.7,76.7,64.7,0.72,0.45,0.99,91.0,75.9,46.6,4.93,116.0,670.0,665.0,5,0.74626866,0,0,99.3,,,,678.0,36.4,37.4,18.1,65.939,517.0,1.0,0.728,1.0,60.705,1.0,Q4 (highest),Well above avg (>+0.5),100.0,-67.1
138254,940,North Northamptonshire,4003.0,Corby Technical School,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,1018.0,987.0,23.0,NN17 1TD,488922.0,288534.0,E01026949,E02005616,East Midlands,Urban: Further from a major town or city,Not London,9404003.0,3.0,10347527,S5 Inspection,2025-03-25,06/05/2025,,,,2.0,2.0,2.0,2.0,Yes,2.0,29/04/2014,1.0,,9.0,46.5,66.0,47.6,-0.07,-0.31,0.16,97.0,78.2,27.2,4.14,147.0,1018.0,991.0,27,2.65225933,0,0,97.3,100.0,86.0,86.0,987.0,57.6,62.6,15.8,37.223,5372.0,2.0,0.714,1.0,36.891,2.0,Q3,Average (-0.1 to +0.1),100.0,-77.0
138260,343,Sefton,4000.0,King's Leadership Academy Hawthornes,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,600.0,668.0,60.4,L20 6AQ,334845.0,396730.0,E01007019,E02001463,North West,Urban: Nearer to a major town or city,Not London,3434000.0,5.0,10290203,Requires Improvement S5 Reinspection Visit 3,2023-09-27,08/11/2023,2.0,Good,,2.0,2.0,2.0,2.0,Yes,9.0,14/01/2020,3.0,,3.0,33.4,40.4,21.2,-0.57,-0.87,-0.28,84.0,68.3,25.0,3.14,104.0,725.0,641.0,84,11.5862069,0,0,88.4,,,,668.0,39.96,40.96,16.3,63.478,690.0,1.0,0.826,1.0,61.393,1.0,Q1 (lowest),Well below avg (<-0.5),100.0,-39.6
138266,313,Hounslow,4000.0,Reach Academy Feltham,Free schools,Free Schools,Open,All-through,2.0,19.0,Has a sixth form,Mixed,Non-selective,,1000.0,933.0,41.4,TW13 4AB,510488.0,172771.0,E01002614,E02000552,London,Urban: Nearer to a major town or city,Outer London,3134000.0,3.0,10345940,S5 Inspection,2024-09-24,16/10/2024,,,,1.0,1.0,1.0,1.0,Yes,1.0,11/03/2014,1.0,,9.0,54.4,82.5,71.4,0.94,0.58,1.3,94.0,85.7,60.3,5.41,63.0,870.0,819.0,51,5.86206897,0,0,94.1,150.0,92.0,61.3,899.0,52.2,53.2,16.9,20.155,14590.0,5.0,0.311,5.0,18.067,5.0,Q4 (highest),Well above avg (>+0.5),60.0,-18.6
138267,212,Wandsworth,4000.0,Ark Bolingbroke Academy,Free schools,Free Schools,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,,800.0,770.0,30.9,SW11 6BF,527362.0,174607.0,E01004557,E02000937,London,Urban: Nearer to a major town or city,Inner London,2124000.0,2.0,10323383,S5 Inspection,2024-09-24,24/10/2024,,,,1.0,1.0,1.0,1.0,Yes,1.0,03/12/2013,2.0,,9.0,61.3,88.7,84.3,1.04,0.78,1.31,97.0,61.7,49.6,5.77,115.0,800.0,763.0,37,4.625,0,0,95.4,200.0,165.0,82.5,770.0,44.5,44.5,17.3,7.472,28086.0,9.0,0.08,10.0,1.681,10.0,Q4 (highest),Well above avg (>+0.5),10.0,20.9
138269,931,Oxfordshire,4002.0,Europa School UK,Free schools,Free Schools,Open,All-through,4.0,19.0,Has a sixth form,Mixed,Non-selective,Does not apply,1176.0,1107.0,3.0,OX14 3DZ,451358.0,195465.0,E01028658,E02005963,South East,Smaller rural: Nearer to a major town or city,Not London,9314002.0,1.0,10321956,S5 Inspection,2024-04-30,10/06/2024,2.0,Good,,2.0,2.0,1.0,2.0,Yes,1.0,05/12/2018,2.0,,9.0,0.8,0.0,0.0,-3.84,-4.25,-3.44,89.0,0.0,0.0,0.14,53.0,1192.0,1066.0,126,10.5704698,0,0,89.4,112.0,88.0,78.6,1107.0,50.8,56.57,19.6,11.054,23720.0,8.0,0.064,10.0,5.564,9.0,Q1 (lowest),Well below avg (<-0.5),10.0,-7.0
138274,935,Suffolk,4016.0,Beccles High School,Free schools,Free Schools,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,600.0,238.0,50.4,NR34 7BQ,642912.0,289675.0,E01030227,E02006311,East of England,Urban: Further from a major town or city,Not London,9354016.0,4.0,10295049,S5 Inspection,2024-02-07,19/03/2024,3.0,Requires improvement,,3.0,3.0,3.0,3.0,Yes,9.0,21/05/2014,2.0,,9.0,30.9,40.8,16.9,-1.15,-1.48,-0.81,96.0,0.0,0.0,2.63,71.0,402.0,293.0,109,27.11442786,0,0,72.9,,,,238.0,21.12,22.12,10.8,42.977,3833.0,2.0,0.587,2.0,51.771,1.0,Q1 (lowest),Well below avg (<-0.5),90.0,-39.6
138286,919,Hertfordshire,4043.0,Beaumont School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1600.0,1651.0,4.6,AL4 0XB,517492.0,207641.0,E01023664,E02004936,East of England,Urban: Nearer to a major town or city,Not London,9194043.0,1.0,10345340,S5 Inspection,2025-05-13,25/06/2025,,,,1.0,1.0,1.0,1.0,Yes,1.0,19/03/2014,1.0,,9.0,59.0,85.6,69.4,0.89,0.7,1.08,98.0,87.1,60.3,5.66,209.0,1600.0,1596.0,4,0.25,0,0,99.8,500.0,484.0,96.8,1651.0,101.65,101.65,16.2,5.501,30327.0,9.0,0.157,8.0,0.926,10.0,Q4 (highest),Well above avg (>+0.5),30.0,-25.4
138287,850,Hampshire,4002.0,The Costello School,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,,1120.0,1222.0,16.2,RG21 4AL,464363.0,151819.0,E01022502,E02004685,South East,Urban: Nearer to a major town or city,Not London,8504002.0,1.0,10203128,Requires Improvement S5 Reinspection Visit 1,2021-11-09,13/12/2021,2.0,Good,,2.0,2.0,1.0,2.0,Yes,9.0,06/03/2018,3.0,,9.0,46.3,66.1,44.5,-0.03,-0.22,0.17,94.0,77.1,39.9,4.35,218.0,1120.0,1212.0,0,0,92,8.21428571,108.2,,,,1222.0,55.75,64.75,18.9,12.135,22447.0,7.0,0.24,7.0,21.163,5.0,Q3,Average (-0.1 to +0.1),40.0,-23.8
138289,931,Oxfordshire,4040.0,Burford School,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Does not apply,1400.0,1443.0,12.6,OX18 4PL,424805.0,211721.0,E01028767,E02006004,South East,Larger rural: Further from a major town or city,Not London,9314040.0,1.0,ITS449116,S5 Inspection,2014-10-01,23/10/2014,2.0,Good,,9.0,9.0,9.0,1.0,9,2.0,01/02/2012,2.0,,9.0,49.3,73.8,48.8,0.21,0.03,0.39,93.0,29.4,22.2,4.3,248.0,1459.0,1456.0,3,0.20562029,0,0,99.8,234.0,232.0,99.1,1443.0,80.56,83.0,17.4,15.89,18355.0,6.0,0.353,5.0,12.177,7.0,Q3,Above avg (+0.1 to +0.5),60.0,-47.4
138290,855,Leicestershire,4602.0,Saint Martin's Catholic Voluntary Academy,Academy converter,Academies,Open,Secondary,11.0,16.0,Does not have a sixth form,Mixed,Non-selective,Roman Catholic,750.0,749.0,10.9,CV13 6BF,440719.0,297333.0,E01025817,E02005384,East Midlands,Smaller rural: Nearer to a major town or city,Not London,8554602.0,2.0,10087395,S5 Inspection,2019-06-25,14/07/2019,2.0,Good,,9.0,9.0,9.0,2.0,Yes,9.0,12/02/2015,2.0,,9.0,55.9,83.4,61.3,0.66,0.44,0.88,98.0,41.1,37.4,4.96,163.0,700.0,772.0,0,0,72,10.28571429,110.3,,,,749.0,41.08,42.5,17.6,6.036,29702.0,9.0,0.185,8.0,3.9,9.0,Q4 (highest),Well above avg (>+0.5),30.0,-19.1
138298,855,Leicestershire,4601.0,De Lisle College Loughborough Leicestershire,Academy converter,Academies,Open,Secondary,11.0,18.0,Has a sixth form,Mixed,Non-selective,Roman Catholic,1308.0,1340.0,15.4,LE11 4SQ,451592.0,319512.0,E01025698,E02005348,East Midlands,Urban: Nearer to a major town or city,Not London,8554601.0,3.0,ITS425062,S5 Inspection,2013-12-11,30/04/2014,2.0,Good,,9.0,9.0,9.0,2.0,9,9.0,28/09/2011,3.0,,9.0,54.1,76.1,63.3,0.58,0.39,0.78,94.0,57.8,37.6,4.97,218.0,1308.0,1300.0,8,0.6116208,0,0,99.4,282.0,209.0,74.1,1340.0,63.45,65.95,20.3,5.261,30615.0,10.0,0.199,7.0,7.198,8.0,Q4 (highest),Well above avg (>+0.5),40.0,-24.6
